"gene.id"	"ps"	"ps.FDR"	"corr.coef"
"529"	"1600002D24Rik"	0.051	1	0.206801379773625
"530"	"Sfswap"	0.044	1	0.206529005056024
"531"	"Flna"	0.03	1	0.20643065191501
"532"	"Arhgap11a"	0.045	1	0.205930658415422
"533"	"Zfp595"	0.054	1	0.205789655622891
"534"	"AA792892"	0.049	1	0.205789655622891
"535"	"Fbxl2"	0.04	1	0.205789655622891
"536"	"Zfp511"	0.049	1	0.205631101997437
"537"	"Nf2"	0.052	1	0.205423133389379
"538"	"Lpcat2"	0.035	1	0.205095176756834
"539"	"Mapkapk2"	0.047	1	0.205061781403559
"540"	"Pigv"	0.019	1	0.204957353224388
"541"	"Gm12942"	0.052	1	0.204810297939485
"542"	"Txndc11"	0.04	1	0.204554444154073
"543"	"Peli1"	0.038	1	0.204516626134894
"544"	"Ddb1"	0.025	1	0.203918904109721
"545"	"Kif16b"	0.043	1	0.203912039424068
"546"	"3110002H16Rik"	0.036	1	0.203795332741979
"547"	"Hsdl2"	0.034	1	0.203682267490289
"548"	"Nelfb"	0.036	1	0.203680851785899
"549"	"Uchl5"	0.042	1	0.203667047376033
"550"	"Itpr3"	0.041	1	0.203647898002712
"551"	"Mrgpra2b"	0.036	1	0.202924962848158
"552"	"Spg11"	0.053	1	0.202839761338315
"553"	"Ndst2"	0.04	1	0.202365384838776
"554"	"Hspa2"	0.054	1	0.202166510985605
"555"	"Tor3a"	0.05	1	0.201704293225569
"556"	"Rock2"	0.042	1	0.201616266650213
"557"	"0610010F05Rik"	0.052	1	0.201500003154834
"558"	"Gfm2"	0.069	1	0.20129285981474
"559"	"Sik1"	0.042	1	0.201019813867141
"560"	"Lrrc3"	0.062	1	0.200998702673614
"561"	"Xlr4b"	0.064	1	0.200998702673614
"562"	"Sepp1"	0.054	1	0.200862974830781
"563"	"Gdpgp1"	0.048	1	0.200263683121599
"564"	"Anp32a"	0.057	1	0.200161389901851
"565"	"Slc3a2"	0.061	1	0.200014312294261
"566"	"Golga1"	0.063	1	0.199886119853551
"567"	"Egr3"	0.049	1	0.199651557847014
"568"	"Lmtk2"	0.048	1	0.199648913089966
"569"	"Ddx5"	0.04	1	0.199635274599725
"570"	"Mpc1"	0.043	1	0.199387389050166
"571"	"Jade1"	0.059	1	0.199256585295138
"572"	"Cdca8"	0.058	1	0.199195105552459
"573"	"Fyb"	0.056	1	0.1991364915796
"574"	"Lsm11"	0.062	1	0.199029558797043
"575"	"Cyp1b1"	0.044	1	0.198939390844173
"576"	"2210039B01Rik"	0.064	1	0.19887641627727
"577"	"Was"	0.037	1	0.198723853919173
"578"	"Pim2"	0.051	1	0.198592214361954
"579"	"Slc25a17"	0.056	1	0.198549733620741
"580"	"Pgs1"	0.049	1	0.198505983708565
"581"	"2310035C23Rik"	0.038	1	0.198326132729233
"582"	"Tgoln1"	0.044	1	0.198074790907
"583"	"Patz1"	0.041	1	0.197679322894622
"584"	"Tmsb4x"	0.032	1	0.197285434855207
"585"	"Ccdc101"	0.04	1	0.197059003075872
"586"	"I730030J21Rik"	0.044	1	0.196986208800484
"587"	"Zfp703"	0.053	1	0.196947696714313
"588"	"Atxn7"	0.044	1	0.196713370202358
"589"	"Mcph1"	0.051	1	0.196360344641012
"590"	"Pycrl"	0.06	1	0.196308741018434
"591"	"Tsn"	0.046	1	0.196291705793377
"592"	"Psmb2"	0.045	1	0.196280958403039
"593"	"Gm11127"	0.037	1	0.196231095844664
"594"	"2010005H15Rik"	0.061	1	0.196174701463335
"595"	"Arf4"	0.052	1	0.196076706923477
"596"	"E2f4"	0.048	1	0.196008141476117
"597"	"Helb"	0.046	1	0.195621963730959
"598"	"Snrpe"	0.047	1	0.195510817095303
"599"	"Pdcd2"	0.049	1	0.195426713302548
"600"	"Per2"	0.044	1	0.195398813126046
"601"	"Cenpl"	0.051	1	0.195398813126046
"602"	"Ttll1"	0.032	1	0.195398813126046
"603"	"Ripk2"	0.049	1	0.195398813126046
"604"	"Acot1"	0.047	1	0.195348456433757
"605"	"Fis1"	0.036	1	0.195159368351163
"606"	"Ddx26b"	0.046	1	0.195097157874497
"607"	"Nab2"	0.046	1	0.19499562215218
"608"	"Cdc42se2"	0.051	1	0.194899007203602
"609"	"Rpl3"	0.029	1	0.194855899986763
"610"	"Angpt1"	0.037	1	0.194762711347021
"611"	"Slfn10-ps"	0.046	1	0.194309551691814
"612"	"1700030K09Rik"	0.053	1	0.194244601292864
"613"	"Bcl11b"	0.043	1	0.194182637940614
"614"	"Mybpc1"	0.071	1	0.19400458731498
"615"	"Pdha1"	0.044	1	0.193910560619853
"616"	"Kri1"	0.063	1	0.193908322574949
"617"	"Slc39a4"	0.052	1	0.19361827020659
"618"	"Plbd1"	0.039	1	0.193478826103375
"619"	"Ube2a"	0.058	1	0.19333167159313
"620"	"Hyal2"	0.056	1	0.193239435755246
"621"	"Dgat2"	0.029	1	0.192875322922458
"622"	"Rab43"	0.054	1	0.192857654009832
"623"	"2610001J05Rik"	0.056	1	0.192627551637621
"624"	"Gm28042"	0.068	1	0.192561071026705
"625"	"Rnf4"	0.051	1	0.192460884662505
"626"	"Surf6"	0.056	1	0.192022315043775
"627"	"Smg6"	0.038	1	0.191815638398615
"628"	"Cxcl2"	0.04	1	0.191636849386957
"629"	"Angptl1"	0.082	1	0.191520713849621
"630"	"Slc5a3"	0.065	1	0.191520713849621
"631"	"Itga6"	0.078	1	0.191520713849621
"632"	"Crls1"	0.07	1	0.191520713849621
"633"	"Osgin1"	0.048	1	0.191340089436579
"634"	"Senp1"	0.031	1	0.191330602613585
"635"	"Matr3"	0.044	1	0.191233331618859
"636"	"Ppp1r13b"	0.047	1	0.191168257318351
"637"	"Ywhaq"	0.047	1	0.190229171679484
"638"	"Tubg1"	0.064	1	0.190090705831236
"639"	"Ddx56"	0.05	1	0.190084185464952
"640"	"Emc6"	0.036	1	0.189706117760391
"641"	"Klf10"	0.037	1	0.189609456441849
"642"	"Mks1"	0.069	1	0.189214951838727
"643"	"Mut"	0.057	1	0.189214951838727
"644"	"Rnf121"	0.066	1	0.189214951838727
"645"	"Gm6297"	0.053	1	0.189089957068533
"646"	"N4bp3"	0.057	1	0.188912545470409
"647"	"Mecp2"	0.053	1	0.188663556499673
"648"	"Hephl1"	0.075	1	0.188482415512618
"649"	"6430706D22Rik"	0.037	1	0.188455292709333
"650"	"4933416M07Rik"	0.046	1	0.188199791458839
"651"	"Zfp110"	0.045	1	0.188111668614232
"652"	"Gstp1"	0.052	1	0.187978687117075
"653"	"Yy1"	0.043	1	0.187906256987856
"654"	"Ccnt1"	0.054	1	0.187791907479018
"655"	"Zfp62"	0.047	1	0.187533097866643
"656"	"Abcb6"	0.055	1	0.187308898362548
"657"	"Capn7"	0.041	1	0.187284310229953
"658"	"Oasl1"	0.059	1	0.187261017199177
"659"	"Rab24"	0.052	1	0.18717925106101
"660"	"Kat6a"	0.046	1	0.186841895992401
"661"	"Pde4d"	0.048	1	0.186805881262847
"662"	"Itpr2"	0.047	1	0.186751314038608
"663"	"2310068J16Rik"	0.074	1	0.186677919401318
"664"	"Kif11"	0.057	1	0.186416975277284
"665"	"Kdm6b"	0.058	1	0.186393137544321
"666"	"Spryd4"	0.05	1	0.186343413505818
"667"	"Sdf2l1"	0.04	1	0.186340811634388
"668"	"Csf1r"	0.054	1	0.186277365269979
"669"	"Ndufa7"	0.053	1	0.186245800576555
"670"	"Lrrc31"	0.054	1	0.186031200801488
"671"	"Dpm1"	0.068	1	0.185965210791331
"672"	"Pggt1b"	0.097	1	0.185766596829445
"673"	"Lin7c"	0.067	1	0.185735208522127
"674"	"Pck2"	0.065	1	0.185579534959895
"675"	"Aatf"	0.082	1	0.185568349966272
"676"	"Cnppd1"	0.052	1	0.185564498735891
"677"	"Nup155"	0.071	1	0.185264019914114
"678"	"Sla2"	0.049	1	0.185233423267636
"679"	"Snx16"	0.051	1	0.185218520323241
"680"	"Wac"	0.051	1	0.185204047167693
"681"	"Zfp949"	0.065	1	0.185167913979844
"682"	"Wbp11"	0.064	1	0.185084489565588
"683"	"Ginm1"	0.033	1	0.185011861117437
"684"	"Cox6a1"	0.058	1	0.184984711125431
"685"	"Mir3076"	0.05	1	0.184926112011266
"686"	"Rhob"	0.069	1	0.184881760150885
"687"	"Mthfd2"	0.07	1	0.184665761416883
"688"	"Actg1"	0.054	1	0.184647679022947
"689"	"Gm1821"	0.048	1	0.184456848432804
"690"	"A430046D13Rik"	0.061	1	0.184275811418303
"691"	"Hist3h2ba"	0.09	1	0.184237153122942
"692"	"Cisd3"	0.095	1	0.184237153122942
"693"	"Tctex1d4"	0.05	1	0.184022278808748
"694"	"Lrrc16b"	0.063	1	0.183951308851113
"695"	"Ndufa2"	0.083	1	0.183893476512047
"696"	"Pigk"	0.057	1	0.183881865533435
"697"	"Mir6935"	0.056	1	0.183470067955295
"698"	"Ipo13"	0.042	1	0.183416435288075
"699"	"Armcx4"	0.07	1	0.183396539600371
"700"	"Eif3a"	0.041	1	0.183319973880853
"701"	"Pkmyt1"	0.057	1	0.183261643234042
"702"	"Pdxdc1"	0.048	1	0.183236706203668
"703"	"C920021L13Rik"	0.07	1	0.183087962117969
"704"	"Ccl3"	0.058	1	0.182939745241162
"705"	"Sik3"	0.058	1	0.182417628294366
"706"	"Terf2"	0.061	1	0.18232566595604
"707"	"Chpf"	0.085	1	0.18228054290176
"708"	"Ficd"	0.092	1	0.18228054290176
"709"	"Lipa"	0.057	1	0.182218085656161
"710"	"Rpl13a"	0.067	1	0.182055565426401
"711"	"Anapc11"	0.063	1	0.182031144888815
"712"	"Grn"	0.063	1	0.18184836941492
"713"	"Zfp251"	0.06	1	0.181529386423222
"714"	"Ranbp2"	0.052	1	0.181462995485327
"715"	"Ypel5"	0.071	1	0.181431740706662
"716"	"Golga7"	0.058	1	0.181276648800084
"717"	"Mcrs1"	0.061	1	0.180925009729762
"718"	"Nfe2l2"	0.058	1	0.180909557161347
"719"	"Stx5a"	0.041	1	0.180680478000816
"720"	"Sdc4"	0.048	1	0.180588011604752
"721"	"Gpd1l"	0.043	1	0.180537919991816
"722"	"Vps8"	0.052	1	0.180528119240938
"723"	"Dtnbp1"	0.064	1	0.180393150658482
"724"	"Mtmr4"	0.078	1	0.18038640945382
"725"	"Surf2"	0.056	1	0.179770556682066
"726"	"Gpn3"	0.063	1	0.179735601161951
"727"	"Kif20a"	0.074	1	0.179452035063311
"728"	"Mettl1"	0.088	1	0.179324819335612
"729"	"Zmynd19"	0.069	1	0.179324819335612
"730"	"Csnk2a2"	0.083	1	0.179324819335612
"731"	"Txnl4b"	0.075	1	0.179324819335612
"732"	"Tbc1d10c"	0.076	1	0.179281774939278
"733"	"Asap1"	0.053	1	0.179153601908174
"734"	"Tgm2"	0.065	1	0.178929287144895
"735"	"Trove2"	0.095	1	0.178793804886976
"736"	"Ppm1b"	0.043	1	0.178763828346387
"737"	"Scamp4"	0.07	1	0.178720603507212
"738"	"Dock5"	0.051	1	0.178658244459186
"739"	"Pgm2l1"	0.107	1	0.178632242981065
"740"	"Furin"	0.056	1	0.178619091298283
"741"	"Abcc10"	0.074	1	0.178487826695074
"742"	"Eif1b"	0.048	1	0.178436844359511
"743"	"2210016F16Rik"	0.062	1	0.178306310640826
"744"	"Gadd45b"	0.079	1	0.177886363278401
"745"	"Psma6"	0.057	1	0.177830059371264
"746"	"Luc7l2"	0.054	1	0.177749153189256
"747"	"Bcar3"	0.057	1	0.177722027766533
"748"	"Oxct1"	0.055	1	0.177631837802926
"749"	"Sdccag3"	0.068	1	0.177604780028755
"750"	"Btg2"	0.044	1	0.177538915562138
"751"	"Col4a3bp"	0.049	1	0.177385810873544
"752"	"Zfp444"	0.081	1	0.177220543571066
"753"	"Mpp7"	0.076	1	0.176877165238076
"754"	"Ubb"	0.05	1	0.176809312532799
"755"	"Lars"	0.049	1	0.176729084130616
"756"	"Stat6"	0.068	1	0.176696097619736
"757"	"Mcc"	0.066	1	0.176647380836879
"758"	"Rnft1"	0.066	1	0.176638806822786
"759"	"Wdr46"	0.078	1	0.176404218714916
"760"	"Csf2rb2"	0.049	1	0.1762985686817
"761"	"Fam208b"	0.062	1	0.176294680588926
"762"	"Filip1l"	0.064	1	0.176262546247902
"763"	"Psmb7"	0.064	1	0.176158881047441
"764"	"Poli"	0.078	1	0.176138351985704
"765"	"Setd7"	0.08	1	0.176138351985704
"766"	"Naga"	0.058	1	0.175764841073494
"767"	"Hic1"	0.059	1	0.175440390427212
"768"	"Sf3b6"	0.063	1	0.175414022525225
"769"	"Cep44"	0.118	1	0.175323344827442
"770"	"Gca"	0.069	1	0.175257835366011
"771"	"Rnf215"	0.051	1	0.175153418893272
"772"	"Cmpk2"	0.053	1	0.175055556939913
"773"	"Nampt"	0.063	1	0.175019351582195
"774"	"Zfp707"	0.06	1	0.174723834973705
"775"	"Agfg1"	0.076	1	0.174654614234344
"776"	"Tpst1"	0.06	1	0.174418547714348
"777"	"Aim2"	0.051	1	0.174300190311732
"778"	"Cdk19"	0.052	1	0.174194672294932
"779"	"Dpm1-adnp"	0.081	1	0.173931818647065
"780"	"Ncbp2"	0.065	1	0.173907021057936
"781"	"Psmb9"	0.052	1	0.173858686255048
"782"	"Rbm26"	0.058	1	0.173578232100694
"783"	"B3gat2"	0.094	1	0.173452721977015
"784"	"9930014A18Rik"	0.091	1	0.173452721977015
"785"	"Polr2h"	0.074	1	0.173452721977015
"786"	"Nhlrc3"	0.075	1	0.173452721977015
"787"	"Ap4m1"	0.083	1	0.173452721977015
"788"	"Rnf26"	0.089	1	0.173452721977015
"789"	"Mapk8ip3"	0.07	1	0.173429088023282
"790"	"Tkt"	0.065	1	0.173162982007238
"791"	"Tmod3"	0.068	1	0.173082069088763
"792"	"Mir8098"	0.103	1	0.1730010221802
"793"	"Usp18"	0.094	1	0.1730010221802
"794"	"Zfp94"	0.097	1	0.1730010221802
"795"	"Tbcel"	0.075	1	0.172946950879811
"796"	"Kdelr2"	0.082	1	0.172545156029642
"797"	"Polr1b"	0.08	1	0.172440696195424
"798"	"Npas1"	0.064	1	0.17237362671613
"799"	"Praf2"	0.069	1	0.172291484602841
"800"	"Il21r"	0.042	1	0.171805156279006
"801"	"Ift140"	0.058	1	0.171670572480984
"802"	"Tfb1m"	0.105	1	0.171520814480787
"803"	"Zkscan6"	0.07	1	0.171512846579936
"804"	"Emc4"	0.088	1	0.171448670317747
"805"	"Gna12"	0.074	1	0.171371709405857
"806"	"Emc8-1190005i06rik"	0.068	1	0.171371709405857
"807"	"Ylpm1"	0.071	1	0.171097231263659
"808"	"Sdhaf4"	0.069	1	0.171075309417409
"809"	"LOC100503496"	0.073	1	0.171075309417409
"810"	"Rbm22"	0.06	1	0.171075309417409
"811"	"Ajuba"	0.089	1	0.170260872439138
"812"	"Wdyhv1"	0.059	1	0.170151286315688
"813"	"Mta3"	0.056	1	0.170013330472665
"814"	"Usp53"	0.079	1	0.169965481847497
"815"	"Fkbp15"	0.063	1	0.169196800567881
"816"	"H2-L"	0.074	1	0.169166547397548
"817"	"Rcor1"	0.096	1	0.168989694501462
"818"	"Gm16702"	0.079	1	0.168890075347261
"819"	"Tnfrsf26"	0.078	1	0.168835538340962
"820"	"Hsp90ab1"	0.079	1	0.168616962934882
"821"	"Cul4b"	0.075	1	0.168423844823937
"822"	"A230046K03Rik"	0.07	1	0.168388912742713
"823"	"Tuba1c"	0.071	1	0.168379371213205
"824"	"Stxbp3-ps"	0.082	1	0.168155394688414
"825"	"Mical1"	0.063	1	0.167834678343865
"826"	"Atf7"	0.063	1	0.167830289531827
"827"	"Baz1a"	0.067	1	0.16758466068764
"828"	"2010315B03Rik"	0.072	1	0.1675768506384
"829"	"Dus2"	0.051	1	0.167103197477801
"830"	"Papd5"	0.074	1	0.167066898165497
"831"	"Carns1"	0.065	1	0.167031321767444
"832"	"Plcl2"	0.06	1	0.167004356246491
"833"	"Gt(ROSA)26Sor"	0.067	1	0.166889661527044
"834"	"Fam133b"	0.07	1	0.16687702929433
"835"	"Alg13"	0.087	1	0.166612584038432
"836"	"5830454E08Rik"	0.073	1	0.166545228043
"837"	"Prrc2c"	0.072	1	0.166535022366053
"838"	"Cebpe"	0.096	1	0.166453430410656
"839"	"Armcx5"	0.092	1	0.166411202635853
"840"	"Slc43a2"	0.087	1	0.166392781796183
"841"	"Yipf2"	0.117	1	0.166337913528838
"842"	"Tmem183a"	0.093	1	0.166220893740335
"843"	"Zcrb1"	0.057	1	0.165837058157423
"844"	"1500012F01Rik"	0.078	1	0.1656664664581
"845"	"Ndufs5"	0.069	1	0.165412036091003
"846"	"1810030O07Rik"	0.071	1	0.165411592338461
"847"	"Zhx1"	0.084	1	0.165211685733572
"848"	"Rab2a"	0.055	1	0.165109799676511
"849"	"D3Ertd254e"	0.073	1	0.164887870752241
"850"	"Tbce"	0.109	1	0.164758434712927
"851"	"Dck"	0.074	1	0.164666103329056
"852"	"Egr2"	0.064	1	0.164294137024288
"853"	"Myl12b"	0.041	1	0.164262201230857
"854"	"Eif3b"	0.067	1	0.164245160223354
"855"	"Kdm4a"	0.059	1	0.164129208558274
"856"	"Myd88"	0.082	1	0.164040266214181
"857"	"Mcts2"	0.103	1	0.163967026243897
"858"	"Capn5"	0.118	1	0.163967026243897
"859"	"Eif2s3x"	0.058	1	0.163907095146295
"860"	"Mis18a"	0.088	1	0.163778258304818
"861"	"Gbp5"	0.079	1	0.163778258304818
"862"	"Emg1"	0.069	1	0.163496279859795
"863"	"Tcp1"	0.065	1	0.163416980169337
"864"	"Slc30a2"	0.074	1	0.163327942790203
"865"	"Ppp1r15a"	0.069	1	0.163234733010208
"866"	"Abl2"	0.096	1	0.162611926853452
"867"	"Rnaseh1"	0.113	1	0.162611926853452
"868"	"A930005H10Rik"	0.096	1	0.162611926853452
"869"	"Kptn"	0.095	1	0.162611926853452
"870"	"Tlr4"	0.066	1	0.162491281127183
"871"	"Zfp706"	0.09	1	0.16213921091551
"872"	"Mob3a"	0.075	1	0.162135683888208
"873"	"Akirin2"	0.071	1	0.161718590525765
"874"	"Nsun5"	0.119	1	0.161698696282276
"875"	"Mitf"	0.091	1	0.161567563354398
"876"	"Sgsh"	0.076	1	0.161529710490419
"877"	"Thoc3"	0.058	1	0.16144507566704
"878"	"Gm14057"	0.073	1	0.161405578801498
"879"	"Chml"	0.087	1	0.161345907933955
"880"	"Rab3a"	0.083	1	0.161336160779353
"881"	"A630072M18Rik"	0.073	1	0.161145160225965
"882"	"Gart"	0.071	1	0.161065918882633
"883"	"Rpl8"	0.071	1	0.160988462904304
"884"	"Smc6"	0.07	1	0.160856121468275
"885"	"Mob4"	0.078	1	0.16078431372549
"886"	"Nfic"	0.105	1	0.160571214743721
"887"	"Gm8909"	0.063	1	0.160393111015696
"888"	"Lbhd1"	0.065	1	0.160330250450247
"889"	"1810009A15Rik"	0.062	1	0.160330250450247
"890"	"Myo18a"	0.062	1	0.160057275875253
"891"	"BC028528"	0.066	1	0.160004939663883
"892"	"Rfwd3"	0.062	1	0.159937132277572
"893"	"BC039771"	0.11	1	0.159728809061634
"894"	"Qk"	0.084	1	0.159715196495282
"895"	"Chchd10"	0.084	1	0.159559035063453
"896"	"Creb3"	0.069	1	0.159537157992504
"897"	"Pcp4l1"	0.076	1	0.159536575433882
"898"	"Pou5f1"	0.092	1	0.159344220529596
"899"	"Tomm6os"	0.069	1	0.159161115492317
"900"	"Fh1"	0.086	1	0.159160171104995
"901"	"Entpd6"	0.075	1	0.159137611535356
"902"	"Txnip"	0.081	1	0.159080283202539
"903"	"Amd1"	0.07	1	0.159026624357179
"904"	"Amd2"	0.084	1	0.159026624357179
"905"	"Hyal3"	0.077	1	0.158950563993717
"906"	"Zdhhc8"	0.077	1	0.158913557563091
"907"	"Fam199x"	0.09	1	0.158770167108373
"908"	"Ly6c1"	0.079	1	0.158686988996921
"909"	"Eme2"	0.086	1	0.158508165834614
"910"	"Gtsf1"	0.109	1	0.158405324661341
"911"	"Cnn2"	0.061	1	0.158320402557723
"912"	"Slc25a36"	0.099	1	0.158301083962189
"913"	"Hexb"	0.082	1	0.158241981357296
"914"	"Spef2"	0.087	1	0.158238274222581
"915"	"H2-Q8"	0.072	1	0.15823195458232
"916"	"H2-Q6"	0.081	1	0.15823195458232
"917"	"Adat3"	0.102	1	0.157994405396002
"918"	"Uty"	0.074	1	0.157964217588662
"919"	"Kdm5c"	0.059	1	0.157806937640158
"920"	"Gm38431"	0.08	1	0.157771816941421
"921"	"Ehd4"	0.074	1	0.157740578232049
"922"	"Unc45a"	0.059	1	0.157710236228775
"923"	"Arl8a"	0.101	1	0.15755740273486
"924"	"Rgs14"	0.061	1	0.157513848079291
"925"	"Mlh1"	0.098	1	0.157466519366248
"926"	"Cpd"	0.107	1	0.157260806592601
"927"	"Fem1a"	0.101	1	0.15724936878655
"928"	"Rrm1"	0.078	1	0.157130000093555
"929"	"2610020H08Rik"	0.112	1	0.156847774918869
"930"	"Tmem110"	0.096	1	0.156769922719756
"931"	"Acox1"	0.086	1	0.156761949506436
"932"	"Cyb5r1"	0.08	1	0.156720252991161
"933"	"Hist1h2bm"	0.098	1	0.156439073635943
"934"	"Ncor1"	0.078	1	0.156377776587875
"935"	"Gm5803"	0.08	1	0.156292643434124
"936"	"Mir22hg"	0.063	1	0.156247316444826
"937"	"Fer"	0.092	1	0.156216389241269
"938"	"Zfp655"	0.077	1	0.156183472152423
"939"	"Hagh"	0.091	1	0.15607581546375
"940"	"Armc1"	0.083	1	0.15607581546375
"941"	"Eogt"	0.085	1	0.15607581546375
"942"	"5330426P16Rik"	0.094	1	0.155868800981976
"943"	"Rbm25"	0.09	1	0.155857796902369
"944"	"Ewsr1"	0.105	1	0.155722126412492
"945"	"Clpp"	0.079	1	0.155647898272851
"946"	"Gm15645"	0.086	1	0.155509913996654
"947"	"Traf3ip2"	0.093	1	0.15550026794159
"948"	"Ctss"	0.079	1	0.15541263514289
"949"	"Dusp3"	0.063	1	0.155409745735562
"950"	"Ticam1"	0.074	1	0.155409745735562
"951"	"Mri1"	0.091	1	0.155409745735562
"952"	"Stx4a"	0.085	1	0.15502194345339
"953"	"Mrgpre"	0.125	1	0.154965121176946
"954"	"Rpl10a"	0.097	1	0.154819285932151
"955"	"Cgrrf1"	0.084	1	0.15475780970263
"956"	"Trim14"	0.084	1	0.154668805691198
"957"	"Pbrm1"	0.093	1	0.154583768175163
"958"	"Cbx7"	0.059	1	0.154438140726736
"959"	"Mthfd1"	0.09	1	0.154163702356006
"960"	"Khnyn"	0.094	1	0.154137552164354
"961"	"Astn2"	0.076	1	0.154119977726167
"962"	"Zbtb34"	0.115	1	0.154104646903787
"963"	"Xrn2"	0.084	1	0.153956490426162
"964"	"Txnrd1"	0.102	1	0.153924321178629
"965"	"H2-D1"	0.084	1	0.153890558656553
"966"	"Ash2l"	0.088	1	0.153778293100116
"967"	"Zkscan1"	0.106	1	0.153693962790271
"968"	"Srxn1"	0.077	1	0.153604823549875
"969"	"Acaa2"	0.085	1	0.153490583270133
"970"	"Grap"	0.071	1	0.153457403996236
"971"	"Dph1"	0.085	1	0.153418388058573
"972"	"Tprgl"	0.061	1	0.153212898027368
"973"	"Vars2"	0.065	1	0.153146497011258
"974"	"Tlr5"	0.121	1	0.153141248756378
"975"	"Jkamp"	0.124	1	0.153141248756378
"976"	"Ccnb1"	0.115	1	0.153141248756378
"977"	"Racgap1"	0.133	1	0.153141248756378
"978"	"Rad51"	0.124	1	0.153141248756378
"979"	"Mir3474"	0.121	1	0.153141248756378
"980"	"Cep85"	0.13	1	0.153141248756378
"981"	"Mis12"	0.081	1	0.153118504408727
"982"	"Cstb"	0.109	1	0.152986041315308
"983"	"Trappc9"	0.081	1	0.152957650544394
"984"	"Tmem258"	0.09	1	0.152734639969115
"985"	"Fam126a"	0.115	1	0.152732124494793
"986"	"Frs2"	0.104	1	0.152434649059913
"987"	"Heatr5b"	0.087	1	0.152427289907455
"988"	"Ubn1"	0.085	1	0.152314694153553
"989"	"Cxcr2"	0.094	1	0.152297304872615
"990"	"Pisd-ps1"	0.119	1	0.152279156401422
"991"	"Smu1"	0.09	1	0.152065300628832
"992"	"Lrrc8c"	0.099	1	0.152057328215384
"993"	"Hace1"	0.088	1	0.151896072114295
"994"	"1700066M21Rik"	0.134	1	0.151694264984953
"995"	"Phf2"	0.12	1	0.151694264984953
"996"	"Polr3g"	0.124	1	0.151694264984953
"997"	"Cdca5"	0.152	1	0.151694264984953
"998"	"Arl14ep"	0.12	1	0.151694264984953
"999"	"Cdca3"	0.116	1	0.151694264984953
"1000"	"Fam46a"	0.092	1	0.151564295321542
"1001"	"Ikzf1"	0.102	1	0.151460729313584
"1002"	"Wdr8"	0.116	1	0.151420565671799
"1003"	"Yipf5"	0.065	1	0.151163521252788
"1004"	"Evi5"	0.091	1	0.151054618273045
"1005"	"9430083A17Rik"	0.113	1	0.150894060256409
"1006"	"Steap2"	0.084	1	0.150805722993546
"1007"	"Kcnj8"	0.105	1	0.150805722993546
"1008"	"Ankrd42"	0.093	1	0.150805722993546
"1009"	"Agpat6"	0.071	1	0.150639871348855
"1010"	"P2rx4"	0.098	1	0.150505771798034
"1011"	"Abcb7"	0.09	1	0.150451623947836
"1012"	"Afg3l2"	0.074	1	0.150450710874987
"1013"	"Uck2"	0.118	1	0.150166431503906
"1014"	"Ptrhd1"	0.125	1	0.150166431503906
"1015"	"Kif22"	0.113	1	0.150166431503906
"1016"	"Klhl41"	0.068	1	0.150100365083315
"1017"	"1700016C15Rik"	0.075	1	0.14987829722409
"1018"	"Ddx49"	0.079	1	0.149833907289868
"1019"	"Gnal"	0.1	1	0.149784626328713
"1020"	"Fam193b"	0.082	1	0.149619689462623
"1021"	"Lcorl"	0.09	1	0.149569843267219
"1022"	"Ilf2"	0.079	1	0.149527918346432
"1023"	"Mir22"	0.083	1	0.149511218911351
"1024"	"Zc3h12d"	0.059	1	0.149362000780359
"1025"	"Aak1"	0.105	1	0.148861584734945
"1026"	"Hist2h2aa1"	0.085	1	0.148800152664472
"1027"	"Hist2h2aa2"	0.075	1	0.148800152664472
"1028"	"Ets2"	0.081	1	0.148727998494073
"1029"	"Gm7030"	0.08	1	0.148695195839893
"1030"	"Hibch"	0.096	1	0.148608136706663
"1031"	"Rad23b"	0.085	1	0.148583444311022
"1032"	"Cwf19l1"	0.115	1	0.148536690487093
"1033"	"2610002M06Rik"	0.092	1	0.14838564967477
"1034"	"Fos"	0.079	1	0.148246375431837
"1035"	"Abhd12"	0.112	1	0.148227534007198
"1036"	"Tmppe"	0.065	1	0.148204073136996
"1037"	"Btbd9"	0.104	1	0.147998059594571
"1038"	"Sepw1"	0.069	1	0.147944982463263
"1039"	"Rmnd5a"	0.091	1	0.147884127291377
"1040"	"Olfr856-ps1"	0.101	1	0.147881118048514
"1041"	"Dcdc2c"	0.104	1	0.147861396143057
"1042"	"Rab3ip"	0.12	1	0.147705833558552
"1043"	"Slc10a1"	0.116	1	0.147705833558552
"1044"	"Trip10"	0.109	1	0.147705833558552
"1045"	"Trpm3"	0.114	1	0.147705833558552
"1046"	"Alkbh6"	0.135	1	0.147705833558552
"1047"	"Rnf170"	0.126	1	0.147705833558552
"1048"	"Rbpms"	0.131	1	0.147705833558552
"1049"	"Gtf2a2"	0.105	1	0.147684981476724
"1050"	"Osbpl3"	0.089	1	0.147674385930048
"1051"	"C030018K13Rik"	0.095	1	0.147670619133217
"1052"	"Pias1"	0.075	1	0.147651859675619
"1053"	"Mief2"	0.106	1	0.147630279224256
"1054"	"Cd83"	0.084	1	0.147535813520773
"1055"	"Snap29"	0.1	1	0.147479478876506
"1056"	"Laptm4a"	0.083	1	0.147318654617047
"1057"	"Nck2"	0.141	1	0.147254133761737
